CODIGO,ESPECIE,ESPECIE,LONGITUD_mm
1.25.4,Lepomis gibbosus,Exotica,44
1.25.4,Lepomis gibbosus,Exotica,44
1.25.4,Lepomis gibbosus,Exotica,44
1.25.4,Lepomis gibbosus,Exotica,45
1.25.4,Lepomis gibbosus,Exotica,45
1.25.4,Lepomis gibbosus,Exotica,46
1.25.4,Lepomis gibbosus,Exotica,46
1.25.4,Lepomis gibbosus,Exotica,47
1.25.4,Lepomis gibbosus,Exotica,47
1.25.4,Lepomis gibbosus,Exotica,48
1.25.4,Lepomis gibbosus,Exotica,50
1.25.4,Lepomis gibbosus,Exotica,50
1.25.4,Lepomis gibbosus,Exotica,50
1.25.4,Lepomis gibbosus,Exotica,50
1.25.4,Lepomis gibbosus,Exotica,50
1.25.4,Lepomis gibbosus,Exotica,51
1.25.4,Lepomis gibbosus,Exotica,51
1.25.4,Lepomis gibbosus,Exotica,55
1.25.4,Lepomis gibbosus,Exotica,55
1.25.4,Lepomis gibbosus,Exotica,55
1.25.4,Lepomis gibbosus,Exotica,56
1.25.4,Lepomis gibbosus,Exotica,56
1.25.4,Lepomis gibbosus,Exotica,59
1.25.4,Lepomis gibbosus,Exotica,59
1.25.4,Lepomis gibbosus,Exotica,59
1.25.4,Lepomis gibbosus,Exotica,61
1.25.4,Lepomis gibbosus,Exotica,62
1.25.4,Lepomis gibbosus,Exotica,64
1.25.4,Lepomis gibbosus,Exotica,66
1.25.4,Lepomis gibbosus,Exotica,66
1.25.4,Lepomis gibbosus,Exotica,68
1.25.4,Lepomis gibbosus,Exotica,68
1.25.4,Lepomis gibbosus,Exotica,69
1.25.4,Lepomis gibbosus,Exotica,69
1.25.4,Lepomis gibbosus,Exotica,70
1.25.4,Lepomis gibbosus,Exotica,70
1.25.4,Lepomis gibbosus,Exotica,73
1.25.4,Luciobarbus sclateri,Nativo,70
1.25.4,Luciobarbus sclateri,Nativo,72
1.25.4,Luciobarbus sclateri,Nativo,74
1.25.4,Luciobarbus sclateri,Nativo,75
1.25.4,Luciobarbus sclateri,Nativo,75
1.25.4,Luciobarbus sclateri,Nativo,78
1.25.4,Luciobarbus sclateri,Nativo,80
1.25.4,Luciobarbus sclateri,Nativo,81
1.25.4,Luciobarbus sclateri,Nativo,81
1.25.4,Luciobarbus sclateri,Nativo,84
1.25.4,Luciobarbus sclateri,Nativo,84
1.25.4,Luciobarbus sclateri,Nativo,87
1.25.4,Luciobarbus sclateri,Nativo,95
1.25.4,Luciobarbus sclateri,Nativo,96
1.25.4,Luciobarbus sclateri,Nativo,97
1.25.4,Luciobarbus sclateri,Nativo,97
1.25.4,Luciobarbus sclateri,Nativo,97
1.25.4,Luciobarbus sclateri,Nativo,98
1.25.4,Luciobarbus sclateri,Nativo,100
1.25.4,Luciobarbus sclateri,Nativo,102
1.25.4,Luciobarbus sclateri,Nativo,102
1.25.4,Luciobarbus sclateri,Nativo,102
1.25.4,Luciobarbus sclateri,Nativo,103
1.25.4,Luciobarbus sclateri,Nativo,103
1.25.4,Luciobarbus sclateri,Nativo,103
1.25.4,Luciobarbus sclateri,Nativo,105
1.25.4,Luciobarbus sclateri,Nativo,105
1.25.4,Luciobarbus sclateri,Nativo,105
1.25.4,Luciobarbus sclateri,Nativo,105
1.25.4,Luciobarbus sclateri,Nativo,106
1.25.4,Luciobarbus sclateri,Nativo,107
1.25.4,Luciobarbus sclateri,Nativo,107
1.25.4,Luciobarbus sclateri,Nativo,111
1.25.4,Luciobarbus sclateri,Nativo,112
1.25.4,Luciobarbus sclateri,Nativo,113
1.25.4,Luciobarbus sclateri,Nativo,113
1.25.4,Luciobarbus sclateri,Nativo,115
1.25.4,Luciobarbus sclateri,Nativo,115
1.25.4,Luciobarbus sclateri,Nativo,115
1.25.4,Luciobarbus sclateri,Nativo,116
1.25.4,Luciobarbus sclateri,Nativo,117
1.25.4,Luciobarbus sclateri,Nativo,118
1.25.4,Luciobarbus sclateri,Nativo,119
1.25.4,Luciobarbus sclateri,Nativo,119
1.25.4,Luciobarbus sclateri,Nativo,120
1.25.4,Luciobarbus sclateri,Nativo,120
1.25.4,Luciobarbus sclateri,Nativo,120
1.25.4,Luciobarbus sclateri,Nativo,121
1.25.4,Luciobarbus sclateri,Nativo,121
1.25.4,Luciobarbus sclateri,Nativo,122
1.25.4,Luciobarbus sclateri,Nativo,123
1.25.4,Luciobarbus sclateri,Nativo,123
1.25.4,Luciobarbus sclateri,Nativo,123
1.25.4,Luciobarbus sclateri,Nativo,124
1.25.4,Luciobarbus sclateri,Nativo,124
1.25.4,Luciobarbus sclateri,Nativo,124
1.25.4,Luciobarbus sclateri,Nativo,124
1.25.4,Luciobarbus sclateri,Nativo,125
1.25.4,Luciobarbus sclateri,Nativo,125
1.25.4,Luciobarbus sclateri,Nativo,125
1.25.4,Luciobarbus sclateri,Nativo,125
1.25.4,Luciobarbus sclateri,Nativo,126
1.25.4,Luciobarbus sclateri,Nativo,127
1.25.4,Luciobarbus sclateri,Nativo,127
1.25.4,Luciobarbus sclateri,Nativo,127
1.25.4,Luciobarbus sclateri,Nativo,128
1.25.4,Luciobarbus sclateri,Nativo,128
1.25.4,Luciobarbus sclateri,Nativo,128
1.25.4,Luciobarbus sclateri,Nativo,129
1.25.4,Luciobarbus sclateri,Nativo,129
1.25.4,Luciobarbus sclateri,Nativo,130
1.25.4,Luciobarbus sclateri,Nativo,130
1.25.4,Luciobarbus sclateri,Nativo,130
1.25.4,Luciobarbus sclateri,Nativo,130
1.25.4,Luciobarbus sclateri,Nativo,130
1.25.4,Luciobarbus sclateri,Nativo,131
1.25.4,Luciobarbus sclateri,Nativo,131
1.25.4,Luciobarbus sclateri,Nativo,132
1.25.4,Luciobarbus sclateri,Nativo,132
1.25.4,Luciobarbus sclateri,Nativo,132
1.25.4,Luciobarbus sclateri,Nativo,132
1.25.4,Luciobarbus sclateri,Nativo,133
1.25.4,Luciobarbus sclateri,Nativo,134
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,135
1.25.4,Luciobarbus sclateri,Nativo,136
1.25.4,Luciobarbus sclateri,Nativo,136
1.25.4,Luciobarbus sclateri,Nativo,137
1.25.4,Luciobarbus sclateri,Nativo,140
1.25.4,Luciobarbus sclateri,Nativo,140
1.25.4,Luciobarbus sclateri,Nativo,140
1.25.4,Luciobarbus sclateri,Nativo,140
1.25.4,Luciobarbus sclateri,Nativo,140
1.25.4,Luciobarbus sclateri,Nativo,142
1.25.4,Luciobarbus sclateri,Nativo,142
1.25.4,Luciobarbus sclateri,Nativo,142
1.25.4,Luciobarbus sclateri,Nativo,143
1.25.4,Luciobarbus sclateri,Nativo,143
1.25.4,Luciobarbus sclateri,Nativo,143
1.25.4,Luciobarbus sclateri,Nativo,143
1.25.4,Luciobarbus sclateri,Nativo,143
1.25.4,Luciobarbus sclateri,Nativo,145
1.25.4,Luciobarbus sclateri,Nativo,145
1.25.4,Luciobarbus sclateri,Nativo,147
1.25.4,Luciobarbus sclateri,Nativo,149
1.25.4,Luciobarbus sclateri,Nativo,149
1.25.4,Luciobarbus sclateri,Nativo,150
1.25.4,Luciobarbus sclateri,Nativo,150
1.25.4,Luciobarbus sclateri,Nativo,152
1.25.4,Luciobarbus sclateri,Nativo,153
1.25.4,Luciobarbus sclateri,Nativo,153
1.25.4,Luciobarbus sclateri,Nativo,155
1.25.4,Luciobarbus sclateri,Nativo,155
1.25.4,Luciobarbus sclateri,Nativo,157
1.25.4,Luciobarbus sclateri,Nativo,157
1.25.4,Luciobarbus sclateri,Nativo,157
1.25.4,Luciobarbus sclateri,Nativo,158
1.25.4,Luciobarbus sclateri,Nativo,160
1.25.4,Luciobarbus sclateri,Nativo,160
1.25.4,Luciobarbus sclateri,Nativo,160
1.25.4,Luciobarbus sclateri,Nativo,168
1.25.4,Luciobarbus sclateri,Nativo,175
1.25.4,Luciobarbus sclateri,Nativo,178
1.25.4,Luciobarbus sclateri,Nativo,184
1.25.4,Luciobarbus sclateri,Nativo,185
1.25.4,Luciobarbus sclateri,Nativo,186
1.25.4,Luciobarbus sclateri,Nativo,193
1.25.4,Luciobarbus sclateri,Nativo,195
1.25.4,Luciobarbus sclateri,Nativo,199
1.25.4,Luciobarbus sclateri,Nativo,254
1.25.4,Micropterus salmoides,Exotica,76
1.25.4,Pseudochondrostoma willkommii,Nativo,94
1.25.4,Pseudochondrostoma willkommii,Nativo,96
1.25.4,Pseudochondrostoma willkommii,Nativo,103
1.25.4,Pseudochondrostoma willkommii,Nativo,104
1.25.4,Pseudochondrostoma willkommii,Nativo,107
1.25.4,Pseudochondrostoma willkommii,Nativo,109
1.25.4,Pseudochondrostoma willkommii,Nativo,111
1.25.5,Carassius gibelio,Exotica,158
1.25.5,Carassius gibelio,Exotica,164
1.25.5,Lepomis gibbosus,Exotica,67
1.25.5,Luciobarbus sclateri,Nativo,100
1.25.5,Luciobarbus sclateri,Nativo,126
1.25.5,Luciobarbus sclateri,Nativo,128
1.25.9,Carassius gibelio,Exotica,103
1.25.9,Carassius gibelio,Exotica,103
1.25.9,Carassius gibelio,Exotica,110
1.25.9,Carassius gibelio,Exotica,110
1.25.9,Carassius gibelio,Exotica,113
1.25.9,Carassius gibelio,Exotica,117
1.25.9,Carassius gibelio,Exotica,124
1.25.9,Cyprinus carpio,Exotica,59
1.25.9,Cyprinus carpio,Exotica,81
1.25.9,Cyprinus carpio,Exotica,87
1.25.9,Cyprinus carpio,Exotica,92
1.25.9,Cyprinus carpio,Exotica,93
1.25.9,Cyprinus carpio,Exotica,103
1.25.9,Gambusia holbrooki,Exotica,juveniles
1.25.9,Gambusia holbrooki,Exotica,20
1.25.9,Gambusia holbrooki,Exotica,20
1.25.9,Gambusia holbrooki,Exotica,20
1.25.9,Gambusia holbrooki,Exotica,20
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,21
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,22
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,23
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,24
1.25.9,Gambusia holbrooki,Exotica,25
1.25.9,Gambusia holbrooki,Exotica,25
1.25.9,Gambusia holbrooki,Exotica,25
1.25.9,Gambusia holbrooki,Exotica,25
1.25.9,Gambusia holbrooki,Exotica,25
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,26
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,27
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,28
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,29
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,30
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,31
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,32
1.25.9,Gambusia holbrooki,Exotica,33
1.25.9,Gambusia holbrooki,Exotica,33
1.25.9,Gambusia holbrooki,Exotica,33
1.25.9,Gambusia holbrooki,Exotica,33
1.25.9,Gambusia holbrooki,Exotica,33
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,34
1.25.9,Gambusia holbrooki,Exotica,35
1.25.9,Gambusia holbrooki,Exotica,35
1.25.9,Gambusia holbrooki,Exotica,35
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,36
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,37
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,38
1.25.9,Gambusia holbrooki,Exotica,39
1.25.9,Gambusia holbrooki,Exotica,39
1.25.9,Gambusia holbrooki,Exotica,39
1.25.9,Gambusia holbrooki,Exotica,39
1.25.9,Gambusia holbrooki,Exotica,39
1.25.9,Gambusia holbrooki,Exotica,40
1.25.9,Gambusia holbrooki,Exotica,40
1.25.9,Gambusia holbrooki,Exotica,40
1.25.9,Gambusia holbrooki,Exotica,40
1.25.9,Gambusia holbrooki,Exotica,40
1.25.9,Gambusia holbrooki,Exotica,41
1.25.9,Gambusia holbrooki,Exotica,41
1.25.9,Gambusia holbrooki,Exotica,41
1.25.9,Gambusia holbrooki,Exotica,41
1.25.9,Gambusia holbrooki,Exotica,42
1.25.9,Gambusia holbrooki,Exotica,43
1.25.9,Lepomis gibbosus,Exotica,43
1.25.9,Liza ramada,Nativo,85
1.25.9,Liza ramada,Nativo,87
1.25.9,Liza ramada,Nativo,90
1.25.9,Liza ramada,Nativo,90
1.25.9,Liza ramada,Nativo,90
1.25.9,Liza ramada,Nativo,97
1.25.9,Liza ramada,Nativo,102
1.25.9,Liza ramada,Nativo,105
1.25.9,Liza ramada,Nativo,106
1.25.9,Liza ramada,Nativo,109
1.25.9,Liza ramada,Nativo,111
1.25.9,Liza ramada,Nativo,181
1.25.9,Liza ramada,Nativo,295
1.25.9,Luciobarbus sclateri,Nativo,47
1.25.9,Luciobarbus sclateri,Nativo,54
1.25.9,Luciobarbus sclateri,Nativo,55
1.25.9,Luciobarbus sclateri,Nativo,56
1.25.9,Luciobarbus sclateri,Nativo,58
1.25.9,Luciobarbus sclateri,Nativo,91
1.25.9,Luciobarbus sclateri,Nativo,103
1.25.9,Luciobarbus sclateri,Nativo,112
1.25.9,Luciobarbus sclateri,Nativo,112
1.25.9,Luciobarbus sclateri,Nativo,113
1.25.9,Luciobarbus sclateri,Nativo,121
1.25.9,Luciobarbus sclateri,Nativo,126
1.25.9,Luciobarbus sclateri,Nativo,135
1.25.9,Luciobarbus sclateri,Nativo,251
1.25.9,Mugil cephalus,Nativo,50
1.25.9,Mugil cephalus,Nativo,56
1.25.9,Mugil cephalus,Nativo,58
1.25.9,Mugil cephalus,Nativo,59
1.25.9,Mugil cephalus,Nativo,60
1.25.9,Mugil cephalus,Nativo,60
1.25.9,Mugil cephalus,Nativo,60
1.25.9,Mugil cephalus,Nativo,61
1.25.9,Mugil cephalus,Nativo,61
1.25.9,Mugil cephalus,Nativo,62
1.25.9,Mugil cephalus,Nativo,62
1.25.9,Mugil cephalus,Nativo,62
1.25.9,Mugil cephalus,Nativo,64
1.25.9,Mugil cephalus,Nativo,67
1.25.9,Mugil cephalus,Nativo,220
1.25.9,Mugil cephalus,Nativo,320
1.3.12,Luciobarbus sclateri,Nativo,juveniles
1.3.12,Luciobarbus sclateri,Nativo,83
1.3.12,Luciobarbus sclateri,Nativo,96
1.3.12,Luciobarbus sclateri,Nativo,112
1.3.12,Luciobarbus sclateri,Nativo,112
1.3.12,Luciobarbus sclateri,Nativo,117
1.3.12,Luciobarbus sclateri,Nativo,121
1.3.12,Luciobarbus sclateri,Nativo,126
1.3.12,Luciobarbus sclateri,Nativo,127
1.3.12,Luciobarbus sclateri,Nativo,128
1.3.12,Luciobarbus sclateri,Nativo,129
1.3.12,Luciobarbus sclateri,Nativo,134
1.3.12,Luciobarbus sclateri,Nativo,139
1.3.12,Luciobarbus sclateri,Nativo,140
1.3.12,Luciobarbus sclateri,Nativo,141
1.3.12,Luciobarbus sclateri,Nativo,145
1.3.12,Luciobarbus sclateri,Nativo,150
1.3.12,Luciobarbus sclateri,Nativo,151
1.3.12,Luciobarbus sclateri,Nativo,155
1.3.12,Luciobarbus sclateri,Nativo,161
1.3.12,Luciobarbus sclateri,Nativo,162
1.3.12,Luciobarbus sclateri,Nativo,162
1.3.12,Luciobarbus sclateri,Nativo,165
1.3.12,Luciobarbus sclateri,Nativo,165
1.3.12,Luciobarbus sclateri,Nativo,166
1.3.12,Luciobarbus sclateri,Nativo,170
1.3.12,Luciobarbus sclateri,Nativo,170
1.3.12,Luciobarbus sclateri,Nativo,171
1.3.12,Luciobarbus sclateri,Nativo,171
1.3.12,Luciobarbus sclateri,Nativo,172
1.3.12,Luciobarbus sclateri,Nativo,178
1.3.12,Luciobarbus sclateri,Nativo,180
1.3.12,Luciobarbus sclateri,Nativo,182
1.3.12,Luciobarbus sclateri,Nativo,185
1.3.12,Luciobarbus sclateri,Nativo,191
1.3.12,Luciobarbus sclateri,Nativo,191
1.3.12,Luciobarbus sclateri,Nativo,192
1.3.12,Luciobarbus sclateri,Nativo,199
1.3.12,Luciobarbus sclateri,Nativo,200
1.3.12,Luciobarbus sclateri,Nativo,213
1.3.12,Luciobarbus sclateri,Nativo,223
1.3.12,Luciobarbus sclateri,Nativo,223
1.3.12,Luciobarbus sclateri,Nativo,229
1.3.12,Luciobarbus sclateri,Nativo,230
1.3.12,Luciobarbus sclateri,Nativo,231
1.3.12,Luciobarbus sclateri,Nativo,232
1.3.12,Luciobarbus sclateri,Nativo,241
1.3.12,Luciobarbus sclateri,Nativo,260
1.3.12,Luciobarbus sclateri,Nativo,270
1.3.12,Luciobarbus sclateri,Nativo,280
1.3.12,Luciobarbus sclateri,Nativo,282
1.3.12,Luciobarbus sclateri,Nativo,310
1.3.12,Luciobarbus sclateri,Nativo,330
1.3.12,Luciobarbus sclateri,Nativo,340
1.3.12,Luciobarbus sclateri,Nativo,350
1.3.12,Luciobarbus sclateri,Nativo,410
1.3.12,Luciobarbus sclateri,Nativo,420
1.3.12,Pseudochondrostoma willkommii,Nativo,40
1.3.12,Pseudochondrostoma willkommii,Nativo,49
1.3.12,Pseudochondrostoma willkommii,Nativo,87
1.3.12,Pseudochondrostoma willkommii,Nativo,151
1.3.12,Squalius pyrenaicus,Nativo,juveniles
1.3.12,Squalius pyrenaicus,Nativo,34
1.3.12,Squalius pyrenaicus,Nativo,42
1.3.12,Squalius pyrenaicus,Nativo,61
1.3.12,Squalius pyrenaicus,Nativo,105
1.3.12,Squalius pyrenaicus,Nativo,107
1.3.12,Squalius pyrenaicus,Nativo,110
1.3.12,Squalius pyrenaicus,Nativo,112
1.3.12,Squalius pyrenaicus,Nativo,116
1.3.12,Squalius pyrenaicus,Nativo,121
1.3.12,Squalius pyrenaicus,Nativo,124
1.3.12,Squalius pyrenaicus,Nativo,136
1.3.13,Cobitis paludica,Nativo,juveniles
1.3.13,Cobitis paludica,Nativo,28
1.3.13,Cobitis paludica,Nativo,28
1.3.13,Cobitis paludica,Nativo,28
1.3.13,Cobitis paludica,Nativo,29
1.3.13,Cobitis paludica,Nativo,30
1.3.13,Cobitis paludica,Nativo,30
1.3.13,Cobitis paludica,Nativo,30
1.3.13,Cobitis paludica,Nativo,30
1.3.13,Cobitis paludica,Nativo,31
1.3.13,Cobitis paludica,Nativo,31
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,32
1.3.13,Cobitis paludica,Nativo,33
1.3.13,Cobitis paludica,Nativo,33
1.3.13,Cobitis paludica,Nativo,33
1.3.13,Cobitis paludica,Nativo,33
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,34
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,35
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,36
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,37
1.3.13,Cobitis paludica,Nativo,38
1.3.13,Cobitis paludica,Nativo,38
1.3.13,Cobitis paludica,Nativo,38
1.3.13,Cobitis paludica,Nativo,38
1.3.13,Cobitis paludica,Nativo,38
1.3.13,Cobitis paludica,Nativo,38
